insight_id,episode_id,episode_text,ged_value,ig_value,confidence,insight_type,cross_domain_count,domain_diversity,current_domain,current_research_area,vector_reconstruction,detection_timestamp
DETAILED_INS_0174_5215,174,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.17400000000000002,0.4624163682460785,Significant_Insight,10,2,computer vision,Graph Neural Networks,"Episode_174: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:05.215089
DETAILED_INS_0175_5258,175,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.17500000000000002,0.4142500996589661,Significant_Insight,10,2,robotics,Federated Learning,"Episode_175: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:05.258413
DETAILED_INS_0176_5302,176,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.176,0.4150258605480194,Significant_Insight,8,2,cybersecurity,Explainable AI,"Episode_176: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:05.302929
DETAILED_INS_0177_5347,177,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.177,0.5288917938470841,Significant_Insight,10,2,climate modeling,Multimodal Learning,"Episode_177: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:05.347668
DETAILED_INS_0178_5393,178,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.178,0.43192051196098324,Significant_Insight,10,2,drug discovery,Few-shot Learning,"Episode_178: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:05.393784
DETAILED_INS_0179_5437,179,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.179,0.41345012676715853,Significant_Insight,10,2,financial prediction,Transfer Learning,"Episode_179: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:05.437484
DETAILED_INS_0180_5481,180,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.18,0.40339791417121884,Significant_Insight,10,2,educational technology,Adversarial Machine Learning,"Episode_180: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:05.481624
DETAILED_INS_0181_5527,181,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.181,0.4687777488231659,Significant_Insight,2,2,medical diagnosis,Large Language Models,"Episode_181: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:05.527882
DETAILED_INS_0182_5571,182,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.182,0.5267310086488723,Significant_Insight,10,2,autonomous systems,Computer Vision,"Episode_182: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:05.571442
DETAILED_INS_0183_5614,183,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.183,0.46511596524715426,Significant_Insight,10,2,natural language processing,Reinforcement Learning,"Episode_183: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:05.614807
DETAILED_INS_0184_5658,184,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.184,0.46741636824607846,Significant_Insight,10,2,computer vision,Graph Neural Networks,"Episode_184: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:05.658447
DETAILED_INS_0185_5702,185,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.185,0.4192500996589661,Significant_Insight,10,2,robotics,Federated Learning,"Episode_185: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:05.702071
DETAILED_INS_0186_5747,186,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.186,0.4200258605480194,Significant_Insight,9,2,cybersecurity,Explainable AI,"Episode_186: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:05.747305
DETAILED_INS_0187_5792,187,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.187,0.5338917938470841,Significant_Insight,10,2,climate modeling,Multimodal Learning,"Episode_187: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:05.792311
DETAILED_INS_0188_5837,188,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.188,0.43692051196098325,Significant_Insight,10,2,drug discovery,Few-shot Learning,"Episode_188: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:05.837400
DETAILED_INS_0189_5881,189,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.189,0.41845012676715854,Significant_Insight,10,2,financial prediction,Transfer Learning,"Episode_189: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:05.881342
DETAILED_INS_0190_5926,190,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.19,0.40839791417121885,Significant_Insight,10,2,educational technology,Adversarial Machine Learning,"Episode_190: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:05.926165
DETAILED_INS_0191_5971,191,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.191,0.4737777488231659,Significant_Insight,1,2,medical diagnosis,Large Language Models,"Episode_191: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:05.971484
DETAILED_INS_0192_6014,192,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.192,0.5317310086488723,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_192: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:06.014608
DETAILED_INS_0193_6059,193,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.193,0.47011596524715427,Significant_Insight,10,2,natural language processing,Reinforcement Learning,"Episode_193: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:06.059207
DETAILED_INS_0194_6102,194,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.194,0.47241636824607847,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_194: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:06.102829
DETAILED_INS_0195_6146,195,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.195,0.4242500996589661,Significant_Insight,10,2,robotics,Federated Learning,"Episode_195: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:06.146371
DETAILED_INS_0196_6191,196,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.196,0.4250258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_196: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:06.191650
DETAILED_INS_0197_6237,197,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.197,0.5388917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_197: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:06.237120
DETAILED_INS_0198_6282,198,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.198,0.44192051196098325,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_198: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:06.282981
DETAILED_INS_0199_6326,199,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.199,0.42345012676715854,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_199: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:06.326848
DETAILED_INS_0200_6371,200,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.2,0.41339791417121885,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_200: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:06.371831
DETAILED_INS_0201_6418,201,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.201,0.4787777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_201: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:06.418157
DETAILED_INS_0202_6462,202,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.202,0.5367310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_202: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:06.462824
DETAILED_INS_0203_6511,203,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.203,0.47511596524715427,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_203: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:06.511484
DETAILED_INS_0204_6560,204,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.20400000000000001,0.47741636824607847,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_204: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:06.560408
DETAILED_INS_0205_6604,205,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.20500000000000002,0.4292500996589661,Significant_Insight,10,1,robotics,Federated Learning,"Episode_205: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:06.604357
DETAILED_INS_0206_6649,206,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.20600000000000002,0.4300258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_206: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:06.649569
DETAILED_INS_0207_6694,207,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.20700000000000002,0.5438917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_207: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:06.694594
DETAILED_INS_0208_6740,208,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.20800000000000002,0.44692051196098326,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_208: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:06.740458
DETAILED_INS_0209_6784,209,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.209,0.4284501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_209: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:06.784769
DETAILED_INS_0210_6829,210,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.21,0.41839791417121885,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_210: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:06.829113
DETAILED_INS_0211_6874,211,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.211,0.4837777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_211: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:06.874980
DETAILED_INS_0212_6919,212,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.212,0.5417310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_212: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:06.919171
DETAILED_INS_0213_6962,213,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.213,0.4801159652471542,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_213: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:06.962613
DETAILED_INS_0214_7005,214,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.214,0.4824163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_214: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:07.005987
DETAILED_INS_0215_7049,215,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.215,0.43425009965896605,Significant_Insight,10,1,robotics,Federated Learning,"Episode_215: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:07.049279
DETAILED_INS_0216_7093,216,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.216,0.4350258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_216: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:07.093623
DETAILED_INS_0217_7137,217,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.217,0.5488917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_217: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:07.137461
DETAILED_INS_0218_7181,218,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.218,0.45192051196098326,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_218: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:07.181963
DETAILED_INS_0219_7227,219,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.219,0.4334501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_219: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:07.227864
DETAILED_INS_0220_7275,220,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.22,0.42339791417121886,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_220: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:07.275775
DETAILED_INS_0221_7321,221,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.221,0.4887777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_221: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:07.321438
DETAILED_INS_0222_7364,222,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.222,0.5467310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_222: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:07.364197
DETAILED_INS_0223_7407,223,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.223,0.4851159652471542,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_223: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:07.407643
DETAILED_INS_0224_7451,224,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.224,0.4874163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_224: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:07.451829
DETAILED_INS_0225_7495,225,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.225,0.43925009965896605,Significant_Insight,10,1,robotics,Federated Learning,"Episode_225: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:07.495466
DETAILED_INS_0226_7540,226,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.226,0.4400258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_226: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:07.540111
DETAILED_INS_0227_7584,227,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.227,0.5538917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_227: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:07.584180
DETAILED_INS_0228_7628,228,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.228,0.45692051196098327,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_228: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:07.629009
DETAILED_INS_0229_7672,229,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.229,0.4384501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_229: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:07.672902
DETAILED_INS_0230_7717,230,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.23,0.42839791417121886,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_230: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:07.717192
DETAILED_INS_0231_7763,231,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.231,0.4937777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_231: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:07.763296
DETAILED_INS_0232_7807,232,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.232,0.5517310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_232: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:07.807119
DETAILED_INS_0233_7849,233,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.233,0.49011596524715423,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_233: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:07.850033
DETAILED_INS_0234_7893,234,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.234,0.4924163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_234: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:07.893602
DETAILED_INS_0235_7937,235,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.23500000000000001,0.44425009965896606,Significant_Insight,10,1,robotics,Federated Learning,"Episode_235: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:07.937551
DETAILED_INS_0236_7982,236,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.23600000000000002,0.4450258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_236: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:07.982510
DETAILED_INS_0237_8026,237,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.23700000000000002,0.5588917938470841,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_237: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:08.026469
DETAILED_INS_0238_8071,238,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.23800000000000002,0.46192051196098327,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_238: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:08.071127
DETAILED_INS_0239_8114,239,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.23900000000000002,0.4434501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_239: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:08.114152
DETAILED_INS_0240_8158,240,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.24,0.43339791417121887,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_240: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:08.158445
DETAILED_INS_0241_8204,241,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.241,0.4987777488231659,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_241: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:08.204911
DETAILED_INS_0242_8247,242,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.242,0.5567310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_242: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:08.247358
DETAILED_INS_0243_8290,243,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.243,0.49511596524715423,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_243: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:08.290671
DETAILED_INS_0244_8333,244,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.244,0.4974163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_244: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:08.333732
DETAILED_INS_0245_8377,245,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.6535001993179321,0.245,0.44925009965896606,Significant_Insight,10,1,robotics,Federated Learning,"Episode_245: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:08.378040
DETAILED_INS_0246_8423,246,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",0.6540517210960388,0.246,0.4500258605480194,Significant_Insight,10,1,cybersecurity,Explainable AI,"Episode_246: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:08.423572
DETAILED_INS_0247_8468,247,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",0.8807835876941681,0.247,0.563891793847084,Significant_Insight,10,1,climate modeling,Multimodal Learning,"Episode_247: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:08.468172
DETAILED_INS_0248_8512,248,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",0.6858410239219666,0.248,0.4669205119609833,Significant_Insight,10,1,drug discovery,Few-shot Learning,"Episode_248: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:08.512955
DETAILED_INS_0249_8556,249,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",0.647900253534317,0.249,0.4484501267671585,Significant_Insight,10,1,financial prediction,Transfer Learning,"Episode_249: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:08.556989
DETAILED_INS_0250_8601,250,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",0.6267958283424377,0.25,0.43839791417121887,Significant_Insight,10,1,educational technology,Adversarial Machine Learning,"Episode_250: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:08.601355
DETAILED_INS_0251_8646,251,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.7565554976463318,0.251,0.5037777488231658,Significant_Insight,0,1,medical diagnosis,Large Language Models,"Episode_251: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:08.646861
DETAILED_INS_0252_8689,252,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.8714620172977448,0.252,0.5617310086488724,Significant_Insight,10,1,autonomous systems,Computer Vision,"Episode_252: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:08.689893
DETAILED_INS_0253_8732,253,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",0.7472319304943085,0.253,0.5001159652471543,Significant_Insight,10,1,natural language processing,Reinforcement Learning,"Episode_253: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:08.732834
DETAILED_INS_0254_8776,254,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.750832736492157,0.254,0.5024163682460785,Significant_Insight,10,1,computer vision,Graph Neural Networks,"Episode_254: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:08.776339
