current_episode_id,current_domain,timestamp,rank_1_episode_id,rank_1_similarity,rank_1_domain,rank_1_research_area,rank_1_is_cross_domain,rank_1_edge_weight,rank_1_connection_type,rank_2_episode_id,rank_2_similarity,rank_2_domain,rank_2_research_area,rank_2_is_cross_domain,rank_2_edge_weight,rank_2_connection_type,rank_3_episode_id,rank_3_similarity,rank_3_domain,rank_3_research_area,rank_3_is_cross_domain,rank_3_edge_weight,rank_3_connection_type,rank_4_episode_id,rank_4_similarity,rank_4_domain,rank_4_research_area,rank_4_is_cross_domain,rank_4_edge_weight,rank_4_connection_type,rank_5_episode_id,rank_5_similarity,rank_5_domain,rank_5_research_area,rank_5_is_cross_domain,rank_5_edge_weight,rank_5_connection_type,rank_6_episode_id,rank_6_similarity,rank_6_domain,rank_6_research_area,rank_6_is_cross_domain,rank_6_edge_weight,rank_6_connection_type,rank_7_episode_id,rank_7_similarity,rank_7_domain,rank_7_research_area,rank_7_is_cross_domain,rank_7_edge_weight,rank_7_connection_type,rank_8_episode_id,rank_8_similarity,rank_8_domain,rank_8_research_area,rank_8_is_cross_domain,rank_8_edge_weight,rank_8_connection_type,rank_9_episode_id,rank_9_similarity,rank_9_domain,rank_9_research_area,rank_9_is_cross_domain,rank_9_edge_weight,rank_9_connection_type,rank_10_episode_id,rank_10_similarity,rank_10_domain,rank_10_research_area,rank_10_is_cross_domain,rank_10_edge_weight,rank_10_connection_type
27,cybersecurity,2025-06-19T02:30:02.591928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.9946527481079102,social network analysis,Self-Supervised Learning,True,1.9946527481079102,cross_domain,,,,,,,,,,,,,,
27,cybersecurity,2025-06-19T02:30:02.591928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.044127941131592,drug discovery,Multimodal Learning,True,2.044127941131592,cross_domain,,,,,,,
27,cybersecurity,2025-06-19T02:30:02.591928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.9871611595153809,space exploration,Edge AI,True,1.9871611595153809,cross_domain
28,climate modeling,2025-06-19T02:30:02.634337,23.0,2.156501531600952,natural language understanding,Federated Learning,True,2.156501531600952,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,18.0,1.9551043510437012,genome analysis,Large Language Models,True,1.9551043510437012,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,5.0,2.0508008003234863,cybersecurity,Federated Learning,True,2.0508008003234863,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,,,,,,,,17.0,2.0288424491882324,social network analysis,Self-Supervised Learning,True,2.0288424491882324,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.1040220260620117,drug discovery,Multimodal Learning,True,2.1040220260620117,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.101850986480713,climate modeling,Explainable AI,False,2.101850986480713,same_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9269440174102783,healthcare AI,Quantum Computing,True,1.9269440174102783,cross_domain,,,,,,,,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0756676197052,robotics,Multimodal Learning,True,2.0756676197052,cross_domain,,,,,,,,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0252277851104736,natural language understanding,Natural Language Processing,True,2.0252277851104736,cross_domain,,,,,,,
28,climate modeling,2025-06-19T02:30:02.634337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0328621864318848,financial prediction,Few-shot Learning,True,2.0328621864318848,cross_domain
29,drug discovery,2025-06-19T02:30:02.677049,21.0,2.1452136039733887,medical diagnosis,Reinforcement Learning,True,2.1452136039733887,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,18.0,1.9945404529571533,genome analysis,Large Language Models,True,1.9945404529571533,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,23.0,2.112109661102295,natural language understanding,Federated Learning,True,2.112109661102295,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,,,,,,,,6.0,2.1375224590301514,climate modeling,Explainable AI,True,2.1375224590301514,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0126352310180664,cybersecurity,Federated Learning,True,2.0126352310180664,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.020639181137085,social network analysis,Self-Supervised Learning,True,2.020639181137085,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9471948146820068,healthcare AI,Quantum Computing,True,1.9471948146820068,cross_domain,,,,,,,,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.080993890762329,drug discovery,Multimodal Learning,False,2.080993890762329,same_domain,,,,,,,,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0184757709503174,space exploration,Edge AI,True,2.0184757709503174,cross_domain,,,,,,,
29,drug discovery,2025-06-19T02:30:02.677049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.074636936187744,robotics,Multimodal Learning,True,2.074636936187744,cross_domain
30,financial prediction,2025-06-19T02:30:02.720511,18.0,2.0162549018859863,genome analysis,Large Language Models,True,2.0162549018859863,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,5.0,2.0775647163391113,cybersecurity,Federated Learning,True,2.0775647163391113,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,6.0,2.132323741912842,climate modeling,Explainable AI,True,2.132323741912842,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,,,,,,,,17.0,2.0258407592773438,social network analysis,Self-Supervised Learning,True,2.0258407592773438,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9564452171325684,healthcare AI,Quantum Computing,True,1.9564452171325684,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,2.1112582683563232,drug discovery,Meta-Learning,True,2.1112582683563232,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0744895935058594,drug discovery,Multimodal Learning,True,2.0744895935058594,cross_domain,,,,,,,,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,2.126779794692993,computer vision,Explainable AI,True,2.126779794692993,cross_domain,,,,,,,,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0084550380706787,space exploration,Edge AI,True,2.0084550380706787,cross_domain,,,,,,,
30,financial prediction,2025-06-19T02:30:02.720511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.066100835800171,robotics,Multimodal Learning,True,2.066100835800171,cross_domain
31,educational technology,2025-06-19T02:30:02.762773,18.0,2.023460626602173,genome analysis,Large Language Models,True,2.023460626602173,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,5.0,2.0441174507141113,cybersecurity,Federated Learning,True,2.0441174507141113,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,6.0,2.124121904373169,climate modeling,Explainable AI,True,2.124121904373169,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,,,,,,,,17.0,2.02852463722229,social network analysis,Self-Supervised Learning,True,2.02852463722229,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9615836143493652,healthcare AI,Quantum Computing,True,1.9615836143493652,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,2.1140401363372803,drug discovery,Meta-Learning,True,2.1140401363372803,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.015888214111328,space exploration,Edge AI,True,2.015888214111328,cross_domain,,,,,,,,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0590527057647705,drug discovery,Multimodal Learning,True,2.0590527057647705,cross_domain,,,,,,,,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.033820152282715,natural language understanding,Natural Language Processing,True,2.033820152282715,cross_domain,,,,,,,
31,educational technology,2025-06-19T02:30:02.762773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.051544189453125,robotics,Multimodal Learning,True,2.051544189453125,cross_domain
32,smart cities,2025-06-19T02:30:02.804944,18.0,2.014986038208008,genome analysis,Large Language Models,True,2.014986038208008,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,30.0,2.0579662322998047,educational technology,Quantum Computing,True,2.0579662322998047,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,5.0,2.0274817943573,cybersecurity,Federated Learning,True,2.0274817943573,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,,,,,,,,17.0,2.029763698577881,social network analysis,Self-Supervised Learning,True,2.029763698577881,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9528032541275024,healthcare AI,Quantum Computing,True,1.9528032541275024,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0865089893341064,climate modeling,Explainable AI,True,2.0865089893341064,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0700204372406006,drug discovery,Multimodal Learning,True,2.0700204372406006,cross_domain,,,,,,,,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0122811794281006,space exploration,Edge AI,True,2.0122811794281006,cross_domain,,,,,,,,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,2.0964503288269043,computer vision,Explainable AI,True,2.0964503288269043,cross_domain,,,,,,,
32,smart cities,2025-06-19T02:30:02.804944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.920845627784729,agricultural technology,Neuromorphic Computing,True,1.920845627784729,cross_domain
33,industrial automation,2025-06-19T02:30:02.848390,18.0,1.9939032793045044,genome analysis,Large Language Models,True,1.9939032793045044,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,30.0,2.0408122539520264,educational technology,Quantum Computing,True,2.0408122539520264,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,5.0,2.0507800579071045,cybersecurity,Federated Learning,True,2.0507800579071045,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,,,,,,,,17.0,2.066786527633667,social network analysis,Self-Supervised Learning,True,2.066786527633667,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,1.9861115217208862,smart cities,Neuromorphic Computing,True,1.9861115217208862,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.1031088829040527,drug discovery,Multimodal Learning,True,2.1031088829040527,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.019947052001953,space exploration,Edge AI,True,2.019947052001953,cross_domain,,,,,,,,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.084519386291504,robotics,Multimodal Learning,True,2.084519386291504,cross_domain,,,,,,,,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9073386192321777,healthcare AI,Quantum Computing,True,1.9073386192321777,cross_domain,,,,,,,
33,industrial automation,2025-06-19T02:30:02.848390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,2.108029842376709,computer vision,Explainable AI,True,2.108029842376709,cross_domain
34,healthcare AI,2025-06-19T02:30:02.890850,32.0,2.0832271575927734,industrial automation,Edge AI,True,2.0832271575927734,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,18.0,1.9735417366027832,genome analysis,Large Language Models,True,1.9735417366027832,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,30.0,2.0490636825561523,educational technology,Quantum Computing,True,2.0490636825561523,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,,,,,,,,31.0,2.0094194412231445,smart cities,Neuromorphic Computing,True,2.0094194412231445,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9639116525650024,healthcare AI,Quantum Computing,False,1.9639116525650024,same_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.9965698719024658,cybersecurity,Federated Learning,True,1.9965698719024658,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0206499099731445,social network analysis,Self-Supervised Learning,True,2.0206499099731445,cross_domain,,,,,,,,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0692455768585205,drug discovery,Multimodal Learning,True,2.0692455768585205,cross_domain,,,,,,,,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0175461769104004,space exploration,Edge AI,True,2.0175461769104004,cross_domain,,,,,,,
34,healthcare AI,2025-06-19T02:30:02.890850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.986445665359497,autonomous systems,Graph Neural Networks,True,1.986445665359497,cross_domain
35,agricultural technology,2025-06-19T02:30:02.932284,32.0,2.056811571121216,industrial automation,Edge AI,True,2.056811571121216,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,18.0,1.9847441911697388,genome analysis,Large Language Models,True,1.9847441911697388,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,30.0,2.0142033100128174,educational technology,Quantum Computing,True,2.0142033100128174,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,,,,,,,,31.0,1.9852356910705566,smart cities,Neuromorphic Computing,True,1.9852356910705566,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.9995689392089844,cybersecurity,Federated Learning,True,1.9995689392089844,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.023773193359375,social network analysis,Self-Supervised Learning,True,2.023773193359375,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.080595016479492,drug discovery,Multimodal Learning,True,2.080595016479492,cross_domain,,,,,,,,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9056336879730225,healthcare AI,Quantum Computing,True,1.9056336879730225,cross_domain,,,,,,,,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.9761919975280762,autonomous systems,Graph Neural Networks,True,1.9761919975280762,cross_domain,,,,,,,
35,agricultural technology,2025-06-19T02:30:02.932284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0552303791046143,robotics,Multimodal Learning,True,2.0552303791046143,cross_domain
36,space exploration,2025-06-19T02:30:02.974622,32.0,2.0742857456207275,industrial automation,Edge AI,True,2.0742857456207275,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,34.0,2.0726232528686523,agricultural technology,Continual Learning,True,2.0726232528686523,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,18.0,1.9771904945373535,genome analysis,Large Language Models,True,1.9771904945373535,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,,,,,,,,30.0,2.0499181747436523,educational technology,Quantum Computing,True,2.0499181747436523,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,2.0076284408569336,smart cities,Neuromorphic Computing,True,2.0076284408569336,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.9955600500106812,cybersecurity,Federated Learning,True,1.9955600500106812,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0199127197265625,social network analysis,Self-Supervised Learning,True,2.0199127197265625,cross_domain,,,,,,,,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.938444972038269,healthcare AI,Quantum Computing,True,1.938444972038269,cross_domain,,,,,,,,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.019336223602295,space exploration,Edge AI,False,2.019336223602295,same_domain,,,,,,,
36,space exploration,2025-06-19T02:30:02.974622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.064445972442627,robotics,Multimodal Learning,True,2.064445972442627,cross_domain
37,biomedical research,2025-06-19T02:30:03.017535,18.0,2.0290329456329346,genome analysis,Large Language Models,True,2.0290329456329346,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,biomedical research,2025-06-19T02:30:03.017535,,,,,,,,34.0,2.0917844772338867,agricultural technology,Continual Learning,True,2.0917844772338867,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,biomedical research,2025-06-19T02:30:03.017535,,,,,,,,,,,,,,,30.0,2.0825960636138916,educational technology,Quantum Computing,True,2.0825960636138916,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,biomedical research,2025-06-19T02:30:03.017535,,,,,,,,,,,,,,,,,,,,,,31.0,2.026662826538086,smart cities,Neuromorphic Computing,True,2.026662826538086,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,biomedical research,2025-06-19T02:30:03.017535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0406317710876465,cybersecurity,Federated Learning,True,2.0406317710876465,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,biomedical research,2025-06-19T02:30:03.017535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0467700958251953,social network analysis,Self-Supervised Learning,True,2.0467700958251953,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,biomedical research,2025-06-19T02:30:03.017535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9750062227249146,healthcare AI,Quantum Computing,True,1.9750062227249146,cross_domain,,,,,,,,,,,,,,,,,,,,,
37,biomedical research,2025-06-19T02:30:03.017535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,2.004335880279541,space exploration,Self-Supervised Learning,True,2.004335880279541,cross_domain,,,,,,,,,,,,,,
